"index";"Company";"TypeName";"Inches";"ScreenResolution";"resolution_width";"resolution_height";"touchscreen";"Cpu";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"Memory";"memory_type";"primary_storage";"secondary_storage";"Gpu";"OpSys";"Weight";"Price";"ppi"
127;"Asus";"Notebook";14.0;"1366x768";1366;768;0;"AMD E-Series 6110 1.5GHz";"AMD";"E-Series 6110";1.5;4;"64GB SSD";"SSD";64;0;"AMD";"windows";14;14811;112
128;"Dell";"Notebook";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;16;"256GB SSD +  2TB HDD";"Hybrid";256;2048;"AMD";"windows";17;74379;127
129;"HP";"Notebook";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";17;49444;127
130;"Dell";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"AMD";"windows";16;34045;100
131;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"AMD";"windows";16;23923;141
132;"Acer";"Ultrabook";14.0;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;47100;157
133;"Acer";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i3 7130U 2.7GHz";"Intel";"Core i3";2.7;4;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;30476;141
134;"HP";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;31861;100
135;"HP";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;52641;157
136;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;4;"1TB HDD";"HDD";1024;0;"Intel";"N/A";16;13446;100
137;"Asus";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300HQ 2.5GHz";"Intel";"Core i5";2.5;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";17;49977;127
138;"Lenovo";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"1TB HDD";"HDD";1024;0;"Nvidia";"N/A";16;26587;141
139;"HP";"Notebook";13.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"256GB SSD";"SSD";256;0;"Intel";"windows";13;37243;166
140;"Acer";"Notebook";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i3 7130U 2.7GHz";"Intel";"Core i3";2.7;4;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";17;34898;127
141;"Lenovo";"Notebook";14.0;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"AMD";"windows";14;59462;157
142;"Lenovo";"Gaming";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"N/A";16;46300;141
143;"Toshiba";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;4;"500GB HDD";"HDD";500;0;"Intel";"windows";16;32075;100
144;"HP";"Notebook";15.6;"1366x768";1366;768;0;"AMD A6-Series 9220 2.5GHz";"AMD";"A6-Series 9220";2.5;4;"256GB SSD";"SSD";256;0;"AMD";"windows";16;19660;100
145;"Asus";"Ultrabook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;58555;157
146;"HP";"Ultrabook";12.5;"IPS Panel 4K Ultra HD / Touchscreen 3840x2160";3840;2160;1;"Intel Core M 6Y75 1.2GHz";"Intel";"Core M";1.2;8;"512GB SSD";"SSD";512;0;"Intel";"windows";13;107306;352
147;"Asus";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;18328;141
149;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;23816;100
150;"Dell";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";16;66561;141
151;"Dell";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"1.0TB Hybrid";"Hybrid";1024;0;"Nvidia";"windows";16;47899;141
152;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"128GB SSD";"SSD";128;0;"Intel";"windows";16;26533;100
153;"MSI";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";17;100699;127
154;"HP";"Ultrabook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7500U 2.7GHz";"Intel";"Core i5";2.7;4;"256GB SSD";"SSD";256;0;"Intel";"windows";14;57649;157
155;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;6;"256GB SSD";"SSD";256;0;"AMD";"windows";16;32980;141
156;"Lenovo";"2 in 1 Convertible";14.0;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i3 7100U 2.4GHz";"Intel";"Core i3";2.4;4;"256GB SSD";"SSD";256;0;"Intel";"windows";14;33513;157
157;"Asus";"2 in 1 Convertible";13.3;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;70063;166
158;"Dell";"2 in 1 Convertible";15.6;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";16;55891;141
159;"Toshiba";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 6006U 2.2GHz";"Intel";"Core i3";2.2;4;"500GB HDD";"HDD";500;0;"Intel";"windows";16;23816;100
160;"Asus";"Notebook";15.6;"1366x768";1366;768;0;"AMD A9-Series 9420 3GHz";"AMD";"A9-Series 9420";3.0;4;"1TB HDD";"HDD";1024;0;"AMD";"windows";16;21472;100
161;"Acer";"Notebook";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;4;"256GB SSD";"SSD";256;0;"Nvidia";"windows";17;42890;127
162;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"AMD";"windows";16;38788;141
163;"Lenovo";"Gaming";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;57489;141
164;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;18541;100
165;"MSI";"Gaming";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";16;95851;141
166;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"Intel Pentium Quad Core N4200 1.1GHz";"Intel";"Pentium Quad";1.1;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;19368;100
167;"Dell";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";16;56503;141
168;"Acer";"Notebook";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";17;45501;127
169;"HP";"Notebook";13.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;4;"500GB HDD";"HDD";500;0;"Intel";"windows";13;40173;166
170;"Huawei";"Ultrabook";13.0;"IPS Panel Full HD 2160x1440";2160;1440;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;71875;200
171;"HP";"Notebook";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;6;"2TB HDD";"HDD";2048;0;"AMD";"windows";17;37243;127
172;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"AMD A6-Series 9220 2.9GHz";"AMD";"A6-Series 9220";2.9;4;"500GB HDD";"HDD";500;0;"AMD";"N/A";16;16464;100
173;"Toshiba";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 7100U 2.4GHz";"Intel";"Core i3";2.4;4;"500GB HDD";"HDD";500;0;"Intel";"windows";16;26054;100
174;"HP";"Notebook";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";17;49177;127
175;"Dell";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 7100U 2.4GHz";"Intel";"Core i3";2.4;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;24456;100
176;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"128GB SSD";"SSD";128;0;"Intel";"windows";16;23923;100
177;"MSI";"Gaming";18.4;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 6920HQ 2.9GHz";"Intel";"Core i7";2.9;32;"512GB SSD +  1TB HDD";"Hybrid";512;1024;"Nvidia";"windows";18;149131;120
178;"Lenovo";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"windows";16;43317;141
179;"HP";"2 in 1 Convertible";13.3;"IPS Panel 4K Ultra HD / Touchscreen 3840x2160";3840;2160;1;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;79867;331
180;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;16;"256GB SSD +  2TB HDD";"Hybrid";256;2048;"AMD";"linux";16;55891;141
181;"Dell";"Ultrabook";13.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;74539;166
182;"Lenovo";"2 in 1 Convertible";13.9;"IPS Panel 4K Ultra HD / Touchscreen 3840x2160";3840;2160;1;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;16;"512GB SSD";"SSD";512;0;"Intel";"windows";14;98515;317
183;"Toshiba";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"128GB SSD";"SSD";128;0;"Intel";"windows";16;42251;100
184;"Xiaomi";"Notebook";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Nvidia";"N/A";16;63883;141
185;"Dell";"Notebook";17.3;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";17;82531;127
186;"Dell";"Notebook";15.6;"4K Ultra HD / Touchscreen 3840x2160";3840;2160;1;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";16;127712;282
187;"Lenovo";"Gaming";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300HQ 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"N/A";16;41505;141
188;"Acer";"Ultrabook";13.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7Y54 1.2GHz";"Intel";"Core i5";1.2;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;52694;166
189;"Dell";"Notebook";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"windows";17;57809;127
191;"Vero";"Notebook";14.0;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";14;13853;157
192;"Xiaomi";"Ultrabook";13.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"N/A";13;53275;166
193;"Lenovo";"Notebook";17.3;"1600x900";1600;900;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Nvidia";"N/A";17;37189;106
194;"Dell";"2 in 1 Convertible";13.3;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";13;44702;166
195;"HP";"Notebook";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";17;48698;127
196;"Razer";"Gaming";17.3;"4K Ultra HD / Touchscreen 3840x2160";3840;2160;1;"Intel Core i7 7820HK 2.9GHz";"Intel";"Core i7";2.9;32;"1TB SSD";"SSD";1024;0;"Nvidia";"windows";17;324955;255
197;"HP";"Notebook";13.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"512GB SSD";"SSD";512;0;"Intel";"windows";13;51096;166
198;"HP";"Gaming";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";17;73473;127
199;"HP";"Notebook";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";17;55678;127
200;"Dell";"Gaming";15.6;"IPS Panel 4K Ultra HD 3840x2160";3840;2160;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"512GB SSD +  1TB HDD";"Hybrid";512;1024;"Nvidia";"windows";16;98302;282
201;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;4;"128GB SSD";"SSD";128;0;"Intel";"windows";16;26267;100
202;"Acer";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";16;39534;141
203;"Lenovo";"Gaming";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"512GB SSD +  1TB HDD";"Hybrid";512;1024;"Nvidia";"windows";16;93187;141
204;"Dell";"Workstation";15.6;"4K Ultra HD 3840x2160";3840;2160;0;"Intel Xeon E3-1505M V6 3GHz";"Intel";"Xeon E3-1505M";3.0;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";16;162770;282
205;"Lenovo";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"512GB SSD";"SSD";512;0;"Nvidia";"N/A";16;74485;141
206;"Dell";"Notebook";15.6;"Touchscreen 1366x768";1366;768;1;"Intel Core i3 7100U 2.4GHz";"Intel";"Core i3";2.4;6;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;23390;100
207;"Dell";"Ultrabook";13.3;"IPS Panel 4K Ultra HD / Touchscreen 3840x2160";3840;2160;1;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;103843;331
208;"Dell";"Ultrabook";13.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;77203;166
210;"Acer";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"1TB HDD";"HDD";1024;0;"Nvidia";"linux";16;41505;141
211;"Asus";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";17;74965;127
212;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"500GB HDD";"HDD";500;0;"Intel";"N/A";16;18595;141
213;"Lenovo";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"N/A";16;29251;141
214;"Huawei";"Ultrabook";13.0;"IPS Panel Full HD 2160x1440";2160;1440;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"512GB SSD";"SSD";512;0;"Intel";"windows";13;79867;200
215;"Dell";"Ultrabook";13.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"AMD";"windows";13;49651;166
216;"Lenovo";"Notebook";17.3;"1600x900";1600;900;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Nvidia";"N/A";17;31382;106
217;"HP";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";14;54932;157
218;"Dell";"Ultrabook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;61219;157
219;"Dell";"2 in 1 Convertible";13.3;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;16;"512GB SSD";"SSD";512;0;"Intel";"windows";13;68145;166
220;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"AMD";"linux";16;36089;141
221;"Lenovo";"2 in 1 Convertible";14.0;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;47899;157
222;"Toshiba";"Ultrabook";13.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;72621;166
223;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;42304;141
224;"Dell";"Gaming";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";17;130874;127
225;"Acer";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;44329;141
226;"Dell";"Notebook";15.6;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;16;"1TB HDD";"HDD";1024;0;"AMD";"windows";16;45768;141
227;"Asus";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;40972;141
228;"Asus";"Notebook";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD +  500GB HDD";"Hybrid";256;500;"Nvidia";"windows";17;47472;127
229;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"1TB HDD";"HDD";1024;0;"AMD";"windows";16;67612;141
230;"Asus";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 7100U 2.4GHz";"Intel";"Core i3";2.4;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;21258;100
231;"HP";"Notebook";15.6;"1366x768";1366;768;0;"AMD E-Series 9000e 1.5GHz";"AMD";"E-Series 9000e";1.5;4;"500GB HDD";"HDD";500;0;"AMD";"windows";16;17582;100
232;"Lenovo";"Gaming";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";16;79867;141
233;"Dell";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;45768;157
234;"Acer";"2 in 1 Convertible";13.3;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;36710;166
235;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;16;"256GB SSD";"SSD";256;0;"AMD";"linux";16;47899;141
236;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"Intel";"linux";16;20779;100
237;"Asus";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"AMD A10-Series A10-9620P 2.5GHz";"AMD";"A10-Series A10-9620P";2.5;4;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"windows";16;30636;141
238;"Asus";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7820HK 2.9GHz";"Intel";"Core i7";2.9;32;"512GB SSD +  1TB HDD";"Hybrid";512;1024;"Nvidia";"windows";17;207259;127
239;"Acer";"Gaming";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300HQ 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;45075;141
240;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;8;"128GB SSD";"SSD";128;0;"Intel";"windows";16;31382;100
241;"Asus";"Notebook";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";17;61006;127
242;"Asus";"Notebook";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"N/A";17;47366;127
243;"Dell";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300HQ 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;46833;141
244;"Lenovo";"2 in 1 Convertible";13.9;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;57489;158
245;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"128GB SSD +  2TB HDD";"Hybrid";128;2048;"AMD";"windows";16;52481;141
246;"HP";"Notebook";15.6;"Touchscreen 1366x768";1366;768;1;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;29784;100
247;"Asus";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7820HK 2.9GHz";"Intel";"Core i7";2.9;16;"256GB SSD";"SSD";256;0;"Nvidia";"windows";17;159787;127
248;"HP";"Notebook";13.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;4;"500GB HDD";"HDD";500;0;"Intel";"windows";13;35964;166
249;"Apple";"Ultrabook";13.3;"IPS Panel Retina Display 2560x1600";2560;1600;0;"Intel Core i5 3.1GHz";"Intel";"Core i5";3.1;8;"512GB SSD";"SSD";512;0;"Intel";"macos";13;108691;227
250;"Dell";"2 in 1 Convertible";15.6;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;43636;141
